0	0	1	0	-0.159068	0.000164455	-0.159216	0.000177757
0	1	0.0251276	0.000230778	-0.00323604	0.000120536	-0.00420803	0.000185052
0	2	0.000626004	0.000164597	-0.000279766	0.000267403	-0.000197768	0.000187029
0	3	-0.000111995	0.000173082	3.66348e-05	0.000165536	6.82205e-05	0.000189624
0	4	0.000114387	0.000182802	6.94952e-05	0.0002014	-0.000220873	0.000178573
0	5	0.00014282	0.000227214	-0.000317302	0.000206306	0.000101827	0.000127001
0	6	-0.000283502	0.000133609	1.50561e-05	0.000168686	-6.74348e-05	0.000185295
0	7	1.31315e-05	0.000155539	9.52999e-05	0.000111635	-0.000159496	0.000157209
0	8	-0.000131452	0.000183946	-6.98733e-05	0.000125182	0.000485554	0.000191785
0	9	-2.58651e-05	0.000198494	-2.17987e-05	0.000167333	0.000259498	0.000182335
0	10	-0.000374849	0.00013559	-2.04013e-05	0.000167619	-0.000136445	0.000148847
0	11	8.19152e-05	0.000170341	-6.12823e-05	0.000211244	2.95315e-05	0.000216251
0	12	-0.000186794	0.000144797	0.000281179	0.000167847	7.62925e-05	0.000130588
0	13	-1.23573e-05	0.000121979	-5.14586e-05	0.000186883	8.5656e-05	0.000152767
0	14	0.000566625	0.000184595	0.000903626	0.000176194	-0.00410301	0.000155372
0	15	0.02522	0.000167826	0.026245	0.000168221	-0.159183	0.0002008
1	0	-0.00813692	0.000197748	0.0258563	0.000129404	-0.00345604	0.000112978
1	1	0.000368407	0.000186535	0.000713087	0.000135751	-0.00024344	0.000165608
1	2	7.02557e-05	0.00012021	-3.28881e-06	0.000148771	-0.000130345	0.000135912
1	3	2.06649e-05	0.000155646	-5.49466e-05	0.000104004	0.000138206	0.000175699
1	4	8.17445e-06	0.000153236	0.000105438	0.000154681	-0.000182733	0.000198221
1	5	4.47569e-05	0.000157956	0.000284562	0.000166076	-0.000152085	0.000188013
1	6	-6.99579e-06	0.000157795	0.000313809	0.000175406	-0.000124215	0.000162459
1	7	2.91188e-05	0.000157677	-0.000195391	0.000159929	0.000123293	0.000207115
1	8	-6.77349e-05	0.000138035	-0.000326471	9.77469e-05	0.000342096	0.000169162
1	9	0.000263271	0.000200736	0.000215633	0.000157398	-0.000213713	0.000150328
1	10	-0.000283881	0.000143832	0.000217267	0.000215628	0.00028661	0.000150218
1	11	-3.56353e-05	0.000168066	7.69264e-05	0.00021327	0.000219113	0.000230937
1	12	-0.000217701	0.000195271	5.80812e-05	0.000161344	0.00018185	0.000137003
1	13	8.3238e-05	0.000143931	-0.00023034	0.000165721	-0.000121299	0.000217395
1	14	0.00127594	8.97405e-05	-0.00338656	0.000111994	-0.00326626	0.00021025
1	15	0.0248668	0.000141075	-0.159304	0.000182421	0.026021	0.000146819
2	0	-0.000309199	0.000149512	0.000509865	0.000199796	-0.000110369	0.000155428
2	1	8.82794e-05	0.000156748	5.06963e-06	0.000178072	9.3928e-05	0.000180458
2	2	-0.000118222	0.000210036	1.07226e-05	0.00022935	-7.16171e-05	0.000134689
2	3	8.51953e-05	0.000145843	-8.79596e-05	0.000193847	-2.5611e-05	0.000181821
2	4	-3.13247e-05	0.00012065	0.00017357	0.000182485	0.00016943	0.000162659
2	5	-0.000108205	0.000169976	7.83895e-06	0.000190221	-0.000123086	0.000182381
2	6	0.000321165	0.000168218	-0.000143849	0.00018475	-5.64817e-05	0.00014118
2	7	-3.59098e-05	0.000123902	-0.000139556	0.000155955	-0.000183528	0.000115036
2	8	3.59628e-05	0.000102998	-1.35847e-05	0.000150845	4.88571e-05	0.000206827
2	9	-0.00025076	0.000160648	4.43457e-05	0.000165879	-0.000112167	0.000171911
2	10	0.000272331	0.000152825	-0.000144646	0.000194576	-6.30881e-05	0.000168358
2	11	-7.97942e-05	0.000163953	-8.28602e-05	0.000183276	-0.00020015	0.000125096
2	12	0.000127984	0.000148538	-0.000245982	0.000173915	-0.000153831	0.000199362
2	13	0.000410057	0.000188137	-0.000445865	0.000134758	-0.000403207	0.000160546
2	14	0.000777322	0.000199768	-0.00389472	0.000126677	0.000443646	0.000156364
2	15	0.000486797	0.00014253	-0.00308387	0.000169047	0.000555753	0.000167126
3	0	9.59259e-05	0.000186928	-0.000165379	0.000125712	-7.086e-06	0.000168951
3	1	1.43353e-05	0.000186318	-0.000215198	0.000169642	-0.00030201	0.000180204
3	2	7.93122e-05	0.000121988	-2.58041e-05	0.00016463	-0.000101575	0.00013337
3	3	-4.34937e-05	0.000214359	-7.82474e-05	0.000201136	-0.000134347	0.000116145
3	4	3.20399e-05	0.000112793	-0.000151661	0.000133964	-4.6508e-06	0.000213383
3	5	0.000240941	0.000127775	-0.000300528	0.00017318	-0.000322547	0.000175202
3	6	-0.000204336	0.000132317	1.69412e-05	0.000188415	0.000302852	0.000182375
3	7	7.16345e-05	0.000191345	8.97981e-05	0.000163348	-0.000232409	0.000223548
3	8	0.000259922	0.00022061	-0.000109053	0.000208565	-8.63947e-05	0.000191971
3	9	0.000242706	0.000117068	-0.000100903	0.000131975	0.000158633	0.000178901
3	10	0.000140256	0.000197278	-0.000170068	0.000214733	-0.000112581	0.000121296
3	11	0.000352774	0.000265664	3.3004e-05	0.000186451	4.13361e-05	0.000174955
3	12	7.61818e-05	0.000128981	-0.000120885	9.56459e-05	-0.000135162	0.000105803
3	13	-0.000206872	0.000113029	-0.000103749	0.000196234	4.50037e-05	0.000154854
3	14	-0.000107518	0.00018287	9.58386e-06	0.000175653	-5.98831e-05	0.000190192
3	15	0.000272319	0.0001481	-0.000426214	0.000187462	-0.000171002	0.000221382
4	0	-3.00023e-05	0.000174125	-0.000225779	0.000103231	0.000152768	0.000159554
4	1	-0.000207563	0.000146142	-0.000133872	0.000127284	-5.82054e-07	0.00018624
4	2	0.00015839	0.000188657	-7.25985e-05	0.000157947	0.000265957	0.00019618
